Hessian ranking (max sum eigenvector components) for model (param idx, rank)
1, 49.47136611649647
11, 33.080178861035805
742, 30.520300019358515
22, 30.508905177616256
3, 29.290012495611844
9, 29.1484884850977
34, 28.41668616350656
741, 25.288487551448462
0, 23.061988636678553
25, 19.29855719464123
33, 19.28854255375036
13, 19.08937186742957
68, 18.36363341006493
866, 18.104568872031074
870, 17.401425448256468
30, 15.734118415188476
482, 14.942142030448862
149, -14.935035596915238
737, 14.490066497939242
60, 11.875723851111893
1121, 11.50545430697764
869, 11.355027035211528
36, 11.061509986386044
789, -10.709156150574803
44, 10.12909269678325
864, 7.972901774822601
225, 7.8572807205091255
102, 7.7205688821851535
726, -7.446756271551748
31, 7.2250866068338295
1762, 7.063346906553076
1250, 6.805115694832783
994, 6.614839590455089
354, 6.58029019276999
858, 6.381401191694701
1173, -6.377520923831936
1637, 6.374743637078119
1253, 6.314726727604637
480, 6.272810049811493
1122, 6.00838357426584
1117, 5.9123316838280875
1633, 5.6893916116766485
1761, 5.611848333165684
1634, 5.333576028400361
357, 5.285297759065949
998, 5.226464210990312
358, 5.215410611996626
868, 5.184376055999382
932, 5.123879802324816
1120, -4.927705705355177
477, -4.567093135959906
919, 4.551883744402817
276, 4.483901685013722
372, 4.341593429699522
997, 4.25782147140424
405, -4.2282874606403915
277, -4.057658866653028
1757, 3.9338309121184274
404, 3.8962381999431077
4, 3.832136591792647
12, 3.787012455633605
1765, 3.7853797234133832
720, 3.7213869330924543
1615, 3.714794515221426
861, -3.6651954311900137
852, 3.5845600261163124
910, 3.5765583712075
389, -3.471333943983699
485, 3.3270798410605384
97, 3.320979434750091
209, -3.2917491149354605
887, 3.250893654117971
1617, -3.2088182931593354
1627, 3.186534315005212
661, -3.1611921972069257
52, 3.0734437510654176
279, -2.9895458893860956
421, -2.988455176576457
422, -2.914945545772953
925, 2.888502069016771
996, -2.8592534165906134
20, 2.8575545513156744
1629, 2.8230940851243735
990, -2.8201834993023116
1045, -2.776078871290267
