Hessian ranking (max sum eigenvector components) for model (param idx, rank)
1, 17.79746792841108
742, 10.39245382493824
11, 9.989881223595738
22, 9.365033225015608
3, 9.231942275640895
741, 8.50628161911236
68, 7.292696018344902
9, 6.79756456009752
0, 6.164840553332418
34, 5.294418450908083
25, 5.25619702252025
149, -5.093796595181943
737, 4.809886435480166
866, 4.448935066008038
789, -4.041715852728743
482, 3.975279143442596
870, 3.809508949260507
869, 3.6104956533252723
33, 3.54169378301093
13, 3.5140559105086417
44, 3.0540283696444988
60, 2.91465250568983
36, 2.6262669047278204
726, -2.4930766273196237
1250, 2.032706858331725
994, 1.966157615986992
1762, 1.9511256373619101
1634, 1.9326635137158203
357, 1.8534615190257946
864, 1.8284226533158674
1253, 1.8190577676840203
1637, 1.7638706778277466
30, 1.7510900645272183
1173, -1.6645400551918728
277, -1.5201944561891267
225, 1.449446277819205
1761, 1.4374688795801909
4, 1.3641022362460795
858, 1.3439484888900364
997, 1.3228960137371018
389, -1.300899829193657
720, 1.24408536136427
1122, 1.2082681477297008
405, -1.190661008616317
1765, 1.181373526730868
485, 1.1079623057182
661, -1.0927149997136174
998, 1.086862019266901
52, 1.0822066583444054
1757, 1.0404789383542206
387, 1.0279092223407353
354, 1.027638502307332
20, 1.0241369464611711
12, 1.0221932830609184
1615, 1.0198561358962575
932, 1.0000670011728203
868, 0.9968640504234034
480, 0.9870003952866959
421, -0.9683560728371915
477, -0.8808699098304225
919, 0.8782278475553369
358, 0.8687289808759486
102, 0.8441393656591918
276, 0.8374399565057908
911, -0.8183228949008874
404, 0.8062489442602568
1633, 0.7980445184094975
1045, -0.7921173824258947
31, 0.7877249902882786
420, -0.7673812690258255
917, -0.7532985955838356
1629, 0.7524806048468843
861, -0.7451601334075759
419, -0.7389746959463062
1273, 0.7182369040717768
910, 0.704715941535774
852, 0.6836675018984266
1121, 0.6644707449775726
355, 0.6618408785664965
774, 0.6580535218462983
51, 0.653639966692648
1171, -0.644202872970777
372, 0.641525144180312
1245, 0.6319449352897537
887, 0.627586762552514
736, -0.617553292966627
996, -0.6175490151981284
209, -0.6130438448613607
275, 0.5997486767684257
990, -0.5993277061600353
925, 0.5784698717110535
859, -0.5711635723008895
863, -0.5710048168428603
407, 0.5584933533811265
279, -0.5575228210830225
1249, 0.5431146078244544
878, 0.5414188916878402
1685, -0.538173497218557
992, 0.5231890667907884
1621, -0.5194392135110257
928, -0.517593115811509
1617, -0.5147464311877752
486, 0.5141848740679014
469, -0.5099019143505216
735, 0.5082419526247487
478, -0.5024818311286932
1301, -0.4983767056856446
